Réseau Social,Class,Commentaire client,category,urgent
Facebook,"Questions, demandes d’information et d'assistance",. أسيدي ماتجوش لعندنا. احنا الي نجو عندكم. غير حركونا الحالة برك (شارع محطة القطار بلدية قادرية ولاية البويرة)路.. في الشارع تاعنا ركبو البوطوات و لي بواط و دارولهم الترقيم و من ثم حبست الحالة وكتاش تدخلونا الفيبر للديار.路,negative,1
Facebook,"Questions, demandes d’information et d'assistance",سمعتو بلي مكاش مودام ؟,negative,0
Facebook,"Questions, demandes d’information et d'assistance",المودامات متوفرين ولا مازال!؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",es ce que les modem nokia sont disponnible ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",المودام هذا ويفي 6 لي راكم تمدوه,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",نوع المودام ؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل أستطيع تغيير المودم فيبر القديم الى الجديد,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل متوفرة في سوق أهراس؟!,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",غير ديرولنا نشترك انا ب 100 الف ماشي غير ب 50 الف,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Modem zte ???!,negative,0
Facebook,"Questions, demandes d’information et d'assistance",هل المودم wifi 6 ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",راكم تعانيو من نقص في المودام او اليد العاملة؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",حبيت نروح الأسبوع القادم نقدم ملف تركيب انترنات فيبر في بلدية الشط ندفع في داىرة بن مهيدي ولاية الطارف هل هدا العرض موجود فوكالة بن مهيدي أرجو منكم الرد من فضلكم وشكرا,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",وكتاش يخلاص هذا لعرض؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",شحال يديو وقت باش يجو يركبول بعد ما دير لادوموند شكون عمبالو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السعر بعد انقضاء الشهر المهدى,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",انا عندي المودام لقديم نقدر ندير هذا الجديد ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عندي إستفسار هل صح les modem huawei ميمشوش فل les odp ( les boite de distribution ) تاع ZTE ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","Je souhaiterais savoir si une lettre signée par tous les abonnés ADSL de notre quartier pourrait faciliter le déploiement de la fibre optique chez nous. Notre quartier est en effet la zone la plus proche du bureau de poste et des MSAN, et nous rencontrons des difficultés avec la connexion ADSL. Je vous remercie par avance pour votre réponse.  Cordialement, ",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",W les model Nokia kachma bane 3lihoum ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مودام انتاع شبكه أخرى نقدر ندير شريحة اتصالات الحزائر. وهل نفسها هي موبييليس,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفاش اليوم جاو مركاو باش نشتركوا فالموقع غير مؤهل غريبة اتصالات الجزائر,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",هل المودام متوفر؟؟؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",كيفاه نعرف بلي وصلت للحي تاعنا ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",قبل هاذيها عروض هل تم ربط وسط المدينة تقرت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Est que l'application my idoom est opérationnelle,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سمعتو بالمودام ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل دائرة عين ببوش بولاية أم البواقي معنية بهذا الإجراء أم وجب التقرب من مصالحكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",متى يتم توفير مودام فيبر على مستوى الوكالة التجارية أم البواقي؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",راسلتكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ملاكو ولاية تيارت هل هي غير معنية ام ماذا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات Algérie Télécom - إتصالات الجزائر كيخلاص الشهر الاول شحال تولي تخلص,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شحال الاشتراك للشهر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وين نقدرو نسجلو ؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",من فضلكم كيفاش نعرف رقم الزبون,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أنا عندي مودام ايدوم حبيت انبدلو بواحد كيما هذا واش اندير,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مسؤول يقلك قبل دخول العام الجديد ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السؤال المحير اين لمدام شيء غريب,negative,0
Facebook,"Questions, demandes d’information et d'assistance",عندي مودام قديم باغي نبدل بمودام جديد ويفي 6,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل وفرتم اجهزة المودام للفيبر في فروعكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",فيها التزام ام لا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل 500 دج سارية كاشتراك كل الاشهر ام فقط هو سعر اشتراك البداية وبعد ذلك تخلص على حساب الأسعار العادية المعتمدة التي تبدغ من 1600دج,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ولي عندو ADSL و ينتقل إلى الالياف هل يستفد من هذا العرض؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وهل يوجد منافس اخر راكم تلعبو وحدكم,negative,0
Facebook,"Questions, demandes d’information et d'assistance",و الي خطوطهم ماهيش مؤهلة ما همش معنيين باي بروموسيون ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",لم استطع الولوج الى حسابي ما العمل،؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","Salam est ce que c'est ce ""modem"" en photo que vous donnez pour cette offre svp",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهي الإجرآت اللازمة لكي أستفيد من هذا العرض,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",لم يتم زيادة ايام الدفع المسبق لاشتراكات الانترنت ورغم دفعنا المنتظم لاشتراكات الهاتف الثابت ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهي أيام العمل ؟ بالسبت تخدمو؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مدينة عين البيضاء ولاية ام البواقي لا يوجد بها جهاز المودام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شحال كود باش تسلفي يمات نت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر اين هي سرعة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السلام عليكم لم أستطيع الدخول الى حسابي فضلء الزبون من فضلكم ماهو الحل كل ماحاولت يطلع الميساج *Cette page n’est pas disponible pour le moment,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",واش الشيء المختلف عن الفيبر العادي لقولكم ping اقل؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شكون راه يخدم عندو فضاء الزبون,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",العرض السابق لحد الان ما تحصلناش عليه كيف نشارك في الثاني يجوز .,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وبعد مايكمل الشهر يفرضو عليكم 30 ميڨا كحد ادنى ب 222 الف ماتقدروش ديرو تاع 160 ولا 200 الف هاذي تاني لازم تقولوها للناس,suggestion,0
Facebook,"Questions, demandes d’information et d'assistance","سمعنا بيه ومعندناش كفاه نستفادو منو ",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل هذا مودم كتجي ول لالا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كم سعره,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر وكالة حاسي بحبح وفرتولها؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ياريت غير 50 ميغا ,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",نرجو اصلاح تطبيق my idom واصلاح فضاء الزبون الذي اصبح لا يدخل نهائيا,negative,1
Facebook,"Questions, demandes d’information et d'assistance",ومن بعد الشهر كيفاش يكون السعر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفاه ننتقل ليه و هو ماشي متوفر عندنا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أولا اشتراكي كا 300 ميغا وبدلتوا 500 ميغا وكأني لم أغير شيء اعطونا الجديد الاشتراك 500 ميغا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",تطبيق ماااي ايدوم لا يعمل عندي.اردت أن أخرج كم بقي لي من عدد الايام.تخرجلي 0يوم.مع أنه باقي لي عدد من الايام.كل يوم نجرب ونفس الشئ,negative,1
Facebook,"Questions, demandes d’information et d'assistance",والمودام علاه مكانش ؟؟؟؟؟؟؟؟؟,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر ومن بعد الشهر لزم نروح عند اتصالات باه نخير العرض ولا نحمل بطاقة فقط,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",من فضلك خصني مودام 4G,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",خاصنا ندخلوا خط جديد في منطقتنا التي لا تاواجد بها شبكة الالياف البصرية. ممكن تورونا كيفاش نديروا طلب التزود بهذه الشبكة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شكون يسلفلي 3ايام انترنت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اين مقر تسجيل,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",يا اخي اعملونا حل للانترنت ديال المودام 4G لانو كل ما نشعل يا ضو حمر نطفي ونشعل المودام والو يا تمشي شوية ويولي الضو الأحمر ركم تلعبو بينا مع انو جاتكم ختي وقدمت معلوماتي,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Karim Selmani محبوش يبيعولي قالولي المودم لازم يكون باسمك,suggestion,0
Facebook,"Questions, demandes d’information et d'assistance",السلام عليكم اواجه مشكل عند الدخول إلى حسابي في فضاء الزبون أو تطبيق my idoom فما السبب,negative,1
Facebook,"Questions, demandes d’information et d'assistance",ما فهمتش واش راكو تخدمو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أنا من ولاية شرقية أو المودام فايبر ايدوم عندي الانترنت ثاني فيه نقدر ندير العرض هذا ولا لا معا العلم انو في 6 اشهر وانا عندي فايبر,negative,0
Facebook,"Questions, demandes d’information et d'assistance",لي مودام متوفرين في غرداية ولا مزال ؟؟ كانو ناقصين,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",واش لازم وثائق باش نشروا هاتف تابت فيبرا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Régler votre problème des sites avant de faire la publicité,negative,1
Facebook,"Questions, demandes d’information et d'assistance",رحت ندير العرض هادا قالولي المنطقة تاعكم غير معنية,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وين راه مودام نوكيا باه تهديونا واحد,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",رابط الموقع معطل، ولم يتم توفير التغطية في حينا، كيف أستفيد من هذا العرض الغبي !!,negative,1
Facebook,"Questions, demandes d’information et d'assistance",كم المدة التي يستغرقها تركيب الخط الارضي,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",لأي شركة إتصالات تابعين نحن مشتركي IDOOM ADSL .,negative,0
Facebook,"Questions, demandes d’information et d'assistance",كاش جديد على المودام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",واش بيه موقع فضاء الزبون معطل ؟,negative,1
Facebook,"Questions, demandes d’information et d'assistance",modem zte جا ولا مزال?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",حبيت نفهم حاجة المودام كاين ولامكاش,negative,0
Facebook,"Questions, demandes d’information et d'assistance",عرض للزبائن الجدد أم لأصحاب رفع التدفق أيضآ ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل فيه التزام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيف نهتم و نشارك في عروض و معظم مناطق الوطن لا تحوز خطوطها على ميزة الفيبر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",لمودام؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",متى ينتهي هذا العرض الترهيجي,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",التفرقة غير عادلة فيما يخص المشتركين الأوليين في مودام 10 ميغا و 4500 دينار أين المساواة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل وفرتم مودام نوكيا الجيل 6 ولا مازال راني في شهرين و ماكان والو هل من توضيح من فظلكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عندى مودام فيبر وحبيت نبدله نقدر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",جاوبو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهيا الوثائق الازمة لي العرض ♥,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر راه يحكي علي لمودام wifi 6,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",جاوبوني ياعباد ربي,negative,0
Facebook,"Questions, demandes d’information et d'assistance",كي شغل الفيبر راهو في كامل تراب الوطن وهو في جيهة كاين و جيهة بعيدة عليه ميات مترا مكاش,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كم من الوقت تركيب خط ارضي ثابت اتصلات الجزائر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مكان لا محدد المدة ما والو العرض العام و طوله,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",رقم الهاتف من فظلكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر وهاذ المودام مجانا يدون خط ثابت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهو الملف,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وهل هذا العرض في جميع الولايات,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اخبار الجيل الخامس 5G اين وصلت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مانيش عارف علاه نشوف هذا الاعلان اكرر في جهتنا بح فايبر ردكم حفظتهنبذل قصارى جهودنا لتغطية جميع ولايات الوطن بهذه الخدمة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مازال عرض تغيير مودم 4G بمودم فايبر ؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كي نسجل وندير الاشتراك كم تستغرق المده فالتركيب,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سما راح تروح لكونكسيو على 10 هكا حابين يقولو؟؟ فاهموني,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كاش promotion ولا والوووووو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وكي تغلقو المودام الجديد منين نشروه ؟ مالمارشي؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سؤال برك وكتاه توفرو ليمودام تع لفيبر :'))) !!!!,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر والمودام نوكيا كيفاش حكايتو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفاه يعني منقدرش نخلصو كمهاك كما انا تكملي غدا نخلاص ليوم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ام ماهر fibre ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كى سعر الاشتراك,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر صافي رايحين تقطعوها من 10 تاع الليل حتان ل 10تاع النهار هكذا ولا كيفاه,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",Non juste Les Bureaux yghal9o,off-topic,0
Instagram,"Questions, demandes d’information et d'assistance",مغاديش تروح كونيكسيون 﫨,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",يعني كونيكصيون تروح ؟؟؟؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",مكانش اهلية اصلا باش نتاستيها,interrogative,0
Linkedin,"Questions, demandes d’information et d'assistance"," Compatible fibre ? ",interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",وش معناها هذي تقطعو الانترنت ول كيفاش؟؟؟؟؟,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",المفيد: هل سيتم قطع الانترنيت أم لا؟,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",L'espace client est indisponible depuis hier. Cela fait partie de la mise a jour?,negative,1
Twitter,"Questions, demandes d’information et d'assistance","Bonjour ! Je n'arrive plus a me connecter sur mon compte, vous pouvez m'aider à ressoudre se problème ?",interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",نا ليوم على 12 تاع ليل تخلاص وغدوا الجمعة وين نخلص ,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",وتحبس لاتيرنات ولا لا؟؟!,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",هل متوفر twin pox في جميع ولاية,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",شحال سرعة انترنيت ؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",و الانترنات كيفاه نسلكو كل شهر تخلاص متخلاصش فهمونا اكثر,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",Il sera quand disponible sur le marché et son prix svp,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",الانترنت تتقطع ولا لالا ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Moustafa Arabi رح يقطعو الانترنت ولا وش رح يديرو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",الانترنت غادي تقطعوها في هدا الوقت او فقط وكالات الدفع تكون مغلقة ؟؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Amel Kalai كيفا تعنا الخلل من عندهم؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Amel Kalai مقالوش وقتاه يرجع؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهي المواصفات التقنية للجهاز؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",فهمونا أين هذا الانجاز و ماهي فائدته,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يمكن يكون فيه عرض خاص بسعر استثنائي لفترة محدودة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وقتاه تجي الكونيكسو,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ممكن تمشي فيه شريحة 4G LTE لإتصالات الجزائر ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",La Twinbox متوفر عند جيزي او اتصالات Algérie Télécom - إتصالات الجزائر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السلام الأخ الجهاز هدا يشغل4k,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ما هي الفائدة بالنسبة للزبونهاذ الجهاز كاين من قبل هل معه عروض لإتصالات الجزائر، او شريحة لإتصالات الجزائراو تقدر تمشي فيه 4G LTE لاتصالات الجزائر ؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",Prix ??,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كم ثمن الاشتراك غي خدمة tod,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يمشي بخط الفيبر ولا غير شريحة جيزي.....,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","Pour une meilleure prise en charge, Nous vous invitons à nous donner plus de détails sur votre dérangement en privé et nous communiquer toutes les coordonnées relatives à votre abonnement , merci",off-topic,0
Facebook,"Questions, demandes d’information et d'assistance",كاين وبشحال,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",بصح يقولو المودام هاذي غالية بزاف تصل لي 2 مليون سنتيم,negative,0
Facebook,"Questions, demandes d’information et d'assistance","mon abonnement était censé expirer le 4 janvier là ils me disent que ça va expirer le 22 décembre et c le cas pour tt le monde, à cause du Bonus que vous nous avez offert, réglez ça svp Algérie Télécom - إتصالات الجزائر",negative,0
Facebook,"Questions, demandes d’information et d'assistance",mon abonnement était censé expirer le 4 janvier là ils me disent que ça va expirer le 22 décembre et c le cas pour tt le monde Algérie Télécom - إتصالات الجزائر,negative,0
Facebook,"Questions, demandes d’information et d'assistance",انا وصلتي 10 جيڨا صالحة لمدة 7 ايام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل تخص الخط الأرضي ايضا لانو الانترنت راحت ثاني,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",معليش بصحتكم جوائز بص متى يتوفر المودام نوكيا عندكم 5 اشهر تقولو قريبا هل ممكن تعطونا تاريخ من فضلكم بش نشوف ادا نسنا ولا نشري واحد,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر خصني مودام 4g الا عندكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شكون خلط في ليباراماتر  .... مشكورين,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ناقصة وحدة الحاجة برك كونيكسيو ثقيلة بزاف بزاف خاصة خاصة فليل,negative,0
Facebook,"Questions, demandes d’information et d'assistance",هل موقع فضاء الزبون متوقف,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",تطبيق my idoom و فضاء الزبون متوقفان ماسبب,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ضاعت مني شريحة 4جي اتصالات الجزائر هل استطيع استعادتها ؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اسكو نقدر نعيطولكم تسلفونا يمات انثرناث؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Je vous demande de bien vouloir répondre à mes messages pour résoudre le problème de l’interruption de ma connexion Wi-F(b310) qui dure depuis jeudi dernier.,interrogative,1
Facebook,"Questions, demandes d’information et d'assistance",كيما انا راني شارجيت 3 أشهر تخلاصلي في 5 مارس هل يزيدوني في المدة أو لا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","نريد جواب مباشر وصريح هل يوجد مودام zte او لا ؟ ",interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",و ماذا بخصوص مشتركي Adsl fibres ???,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ولي عندهم مودام adzl,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",و جماعة E5172 غير معنيين ولا كيفه ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يوجد ايام اضافية عند التعبئخلال نهاية السنةة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيف يمكن رفع التدفق دون المرور بالوكالة لاني انجز كل العمليات عبر النت..من شحن و تسديد فاتورة..,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",من فضلكم شكون يخدم في ca الجزائر العاصمة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر السلام عليكم. حبيت نسقسيكم على مصير مودام نتاعي لظروف خاصة ماستعملتوش مايقارب العام .إذا نفليكسي فيه دروك زعمة يتمشى عادي و لا يلزم إجراء آخر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر انا تخلصلي في الرابع جانفي مثلا هل تزيدوني مدة سبع ايام من وراها مجانا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيف يستفيد منها الزبون؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ومودامات ZTE 4G MF253/MF283,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",لماذا لا يعمل فضاء الزبون,negative,1
Facebook,"Questions, demandes d’information et d'assistance",انا دخلت فيه ابرة وعاود روديمارا تبلوكالي .زعما نقدر نجيب مدام اخر ويحطولي فيه لبيس وشكرا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اي وصلت 10 جيقا و انا بقلي 3 ايام يخلاص الشهر هل سافقيد هذه 10 جيقا ؟؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",E5172 aussi,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر مجاوبتونيش ممكن توضيح ؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل فضاء الزبون لايعمل,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",متى تتم الياف بصرية في منطقتنا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Nouifdi Sinou لالا كاين في الرقم 1500 بتتبع الخطوات,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شكون يقدر يفعلي عملية التعبئة الاستلافيه انترنات 3ايام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",نحن موجودين في قرية قريبة من خطوط الانترنت ولكن لا تصلنا الا 4g lte هل ممكن نستفيد من الخدمة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Shee Ymaax adsl ??,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Shee Ymaax fibre?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",تطبيق tod هل يمكن مشاهدة قنوات البين سبورت و ماهي مدة الصلاحية,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السؤال المطروح أين المودام؟!,negative,0
Facebook,"Questions, demandes d’information et d'assistance",اخي المودام متوفرين ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اعطوني رقم الهاتف الثابت بس نقدر ندير طلب للفيبر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عين دفلى معنية بل امر ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Les modems wakta,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السلام عليكم هل ولاية ورقلة معنية بتوزيع مودم الألياف البصرية لمن وصل اليهم الربط بالالياف البصرية من فضلكم,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",بما أنه مازال الألياف البصرية مطولة في منطقتنا ...كيف استفيد.من VDSL,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",يصلح tiwne boxe الجديد,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اعطونا موعد محدد وكتاه يجو المودامات متقولناش قريبا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل متوفر الفايبر في حي عدل 3000 مسكن بوعرفة البليدة.,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",جاو ركبولي لباطة تاع لفيبر في دار درك نروح للمكتب تاعكم و نخلص 500 دج هكذا ؟اذا نعم وش ندي معايا ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مودم كاين ولا لا كي بكري,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل العرض موجود في سكيكدة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اللي عندو خط قديم ويديرلو تحويل يستفيد من شهر مجاني ولا لا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كاش مودم فيبر في وكالاتكم !؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر ممكن كيفية استرجاع التطبيقات twin box التابعه لكم عملت فورمات حذفت كلها,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أين الرابط الدفع وجد غير المعلومات فقط,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل تم حل مشكل اجهزة 4G؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وهل الشحن الالكترونية تتضمن بطاقة التعبئة,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",هل المودام متوفر ؟؟,interrogative,0
