Réseau Social,Class,Commentaire client,category,urgent
Facebook,Messages positifs / remerciements,Bravo Algérie telecom plus de progrès et de réussite Algérie telecom toujours plus proche,positive,0
TikTok,Messages positifs / remerciements,كل التوفيق لكم 殺殺殺,positive,0
Linkedin,Messages positifs / remerciements,"Un événement riche en échanges et en perspectives . Bravo à Algérie Télécom pour son soutien à cette initiative essentielle. La transformation numérique est au cœur des enjeux actuels, et des forums comme Rakmana sont indispensables pour faire avancer les idées et les projets.",positive,0
Facebook,Messages positifs / remerciements,Rabi ibarek,positive,0
Facebook,Messages positifs / remerciements,May God crown your steps with success,positive,0
Facebook,Messages positifs / remerciements,يعطيكم الصحة موسسة تجارية لازم تخدم كل ايام الأسبوع,suggestion,0
Facebook,Messages positifs / remerciements,ماتنساش الفرق التقنية راهم في الميدان لخدمة الزبائن,positive,0
Facebook,Messages positifs / remerciements,Bravo bonne continuation inchallah l'équipes Algérie Télécom toujours proche,positive,0
Facebook,Messages positifs / remerciements,جمعة مباركة لكل العاملين فى اتصالات الجزائر ..واقول لكم من القلب **خير الناس انفعهم للناس **..,off-topic,0
Facebook,Messages positifs / remerciements,بالتوفيق و السداد,positive,0
Facebook,Messages positifs / remerciements,"Bon courage à tous, la communication, le commercial et le technique. ALGÉRIE TÉLÉCOM TOUJOURS PLUS PROCHE",positive,0
Facebook,Messages positifs / remerciements,مشكورين لكن علي مدار السنة,positive,0
Facebook,Messages positifs / remerciements,مبادرة طيبة وجميلة فأنتم تبثتون مرة أخرى مدى احترافيتكم هنيئا لكم.,positive,0
Facebook,Messages positifs / remerciements,Bon courage à toutes les équipes ,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق … مبادرة جيدة,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق للجميع ,positive,0
Facebook,Messages positifs / remerciements,Bon courage mes amis rabi ykaderkoum,positive,0
Facebook,Messages positifs / remerciements,مشكورين على المجهودات التي تبذلونها,positive,0
Facebook,Messages positifs / remerciements,Respect aux collègues bon courage à toutes et à tous bravo et bonne continuations,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق، تحسن ملحوظ في خدمات الشركة.,positive,0
Facebook,Messages positifs / remerciements,Bon courage chers collègues,positive,0
Facebook,Messages positifs / remerciements,اشكر كل الموضفين والموظفات والمديرة الوكالة التجارية بيرمرادرايس السيدة (ز) على المجهودها في هاده الوكالة .,positive,0
Facebook,Messages positifs / remerciements,يعطيكم الصحة مشكوريين,positive,0
Facebook,Messages positifs / remerciements,ثقتنا فيكم كبيرة في تجديد العرض وتوفير عروض احسن وارقى ,positive,0
"Idoom Market ",Messages positifs / remerciements,Idoom Market شكرا على السرعة في الرد وحسن التعامل بارك الله فيكم,positive,0
TikTok,Messages positifs / remerciements,,positive,0
TikTok,Messages positifs / remerciements,欄爐,positive,0
Facebook,Messages positifs / remerciements,ربي يعونكم مشكورين على المجهودات المبذولة,positive,0
Linkedin,Messages positifs / remerciements,Fortement recommandé Algérie Télécom,positive,0
Linkedin,Messages positifs / remerciements,si Ahmed Lahri.... égal à lui même. mes salutations.,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم . تم التبليغ عن عطل و تصليحه في وقت قياسي . أحسنتم,positive,0
Facebook,Messages positifs / remerciements,ربي يعونكم مشكورين على المجهودات المبذولة ,positive,0
Facebook,Messages positifs / remerciements,شكراً على هذه الخدمة في نهار عطلة الحمدلله كان بإمكان زوجي يقدم طلب خط الهاتف و الإنترنت كنتم في القمة أحسنتم,positive,0
Facebook,Messages positifs / remerciements,احسن موظف في الاتصالات الجزائر مشكور ❤️,positive,0
Linkedin,Messages positifs / remerciements,"Evénement intéressant GAAN ALGERIA et Merci Algérie Télécom , Ahmed LAHRI pour votre participation",positive,0
Linkedin,Messages positifs / remerciements,"Un grand merci à toi cher Ahmed LAHRI , tu nous a honoré par ta présence et ton intervention, et pleins succès pour le CTO FORUM ALGERIA inchallah",positive,0
Linkedin,Messages positifs / remerciements,Bravo Ahmed LAHRI,positive,0
Facebook,Messages positifs / remerciements,Ya3tekom saha,positive,0
Facebook,Messages positifs / remerciements,Se rapprocher des clients est notre objectif bravo,positive,0
Facebook,Messages positifs / remerciements,مشكوريين,positive,0
Facebook,Messages positifs / remerciements,Merci pour vos efforts et bonne continuation... Un bravo de jijel...,positive,0
Instagram,Messages positifs / remerciements,❤️,positive,0
Linkedin,Messages positifs / remerciements,Algérie Télécom il est bien évident que vous restez le moteur principal et l'acteur incontournable de la digitalisation et l'innovation Je vous souhaite bonne continuation à partíciper à conduire ľ'Algérie à atteindre |l'objectif tracé par les hautes instances du pays Grand merci,positive,0
Linkedin,Messages positifs / remerciements,"continuez a vous développer ",positive,0
Linkedin,Messages positifs / remerciements,j'adore,positive,0
Facebook,Messages positifs / remerciements,"la fibre optique,,,,un réel plaisir , merci algerie Télécom Moh",positive,0
Facebook,Messages positifs / remerciements,"سلام عليكم بغيت نسقسيكم ليوم الحمدالله ركبولنا لافيبر صباح ",positive,0
Facebook,Messages positifs / remerciements,شكرا على الاستقبال الرائع في اغلب وكالات الوطن,positive,0
Facebook,Messages positifs / remerciements,راني حاب كاش مفاجاة مع لعام جديد,suggestion,0
Facebook,Messages positifs / remerciements,يوم موفق لجميع,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق لكم وشكرا جزيلا على المجهودات المبذولة 殺,positive,0
Facebook,Messages positifs / remerciements,BRAVO.,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم Algérie Télécom - إتصالات الجزائر,positive,0
Instagram,Messages positifs / remerciements,,positive,0
Facebook,Messages positifs / remerciements,2025 سنة سعيدة لكم,positive,0
Facebook,Messages positifs / remerciements,العرض في وقته بالتوفيق ,positive,0
Facebook,Messages positifs / remerciements,"Algérie Télécom - إتصالات الجزائر Que l'année à venir soit remplie de nouvelles réussites professionnelles et personnelles. Je vous souhaite une année 2025 prospère, pleine de réalisations et de satisfactions. Je vous souhaite une excellente fin d'année et une année 2025 pleine de nouvelles opportunités et de succès.",positive,0
Facebook,Messages positifs / remerciements,,positive,0
Facebook,Messages positifs / remerciements,Bravo do annaba mr le do Rabah Saadi encor un grand bravo,positive,0
Facebook,Messages positifs / remerciements,Bravo les hommes,positive,0
Facebook,Messages positifs / remerciements,سرعة ودقة و حسن الاستقبال وحرفية ،ربي يجازيكم,positive,0
Instagram,Messages positifs / remerciements,❤️❤️,positive,0
Facebook,Messages positifs / remerciements,"Bonne année à tous les employés d'Algérie Télécom, et que cette année soit maqué par plus de réalisations et de succès inchallah",positive,0
Facebook,Messages positifs / remerciements,"Bonne et heureuse année à vous tt et ts, restons toujours plus proche les uns des autres. Merci à vous et à d'autres innovations!!!!",positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom toujours plus proche 料,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم يا اتصلات الجزائر ❤️,positive,0
Facebook,Messages positifs / remerciements,يعطيكم الصحة....تحسن ملحوظ,positive,0
Instagram,Messages positifs / remerciements,,positive,0
Instagram,Messages positifs / remerciements,نهار تلحقوها داك نهار ساهلة مع علم حي توالنا ب 100م عندو حنا شافليو دائرة مكانش كارثة ريثم بطئ,negative,1
Linkedin,Messages positifs / remerciements," Chapeau bas ! ",negative,0
TikTok,Messages positifs / remerciements,bravo ,positive,0
Facebook,Messages positifs / remerciements,شكرا على حسن تعاملكم ,positive,0
Linkedin,Messages positifs / remerciements," Bravo! Une société qui pense à ses clients! ",positive,0
Instagram,Messages positifs / remerciements,"lawlawi ya nssa , algerie telecome darat hada , youtouyouyi enfin une bone action envers les fidèles merci,",positive,0
Facebook,Messages positifs / remerciements,Touil Med نعم أخي تاستيت وخطي مؤهل لخدمة vdsl,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر شكرا اخي,positive,0
Facebook,Messages positifs / remerciements,تطور ملحوظ لاتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,رجعولنا الكونكسيو و ربي يسهل عليكم و ريبوندو علينا بريفي ديرو مزية,negative,1
Facebook,Messages positifs / remerciements,كثر اتصالاتكم كيف زدتولنا اسبوع . شكرا . بصح يومين عداو عذاب,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر و أخيرا تم حل مشكل عدم القدرة على الدخول الى فضاء الزبون.,positive,0
Facebook,Messages positifs / remerciements,"احسن مؤسسة عمومية في الجزائر من الحسن الى الأحسن
احترافية كبيرة في تلقي الشكاوي ومعالجتها في اسرع وقت
بالتوفيق
",positive,0
Facebook,Messages positifs / remerciements,التحديات هي فرص مقنعة للتطور، بثقتنا في قدراتنا، وتعاوننا المستمر، نصنع النجاح الذي نستحقه ونتقدم نحو مستقبل أفضل ✌,positive,0
Facebook,Messages positifs / remerciements,,positive,0
Facebook,Messages positifs / remerciements,متوفر عند اتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,"شكرا لكم Algérie Télécom - إتصالات الجزائر شرفتونا  ",positive,0
Facebook,Messages positifs / remerciements,Un grand bravo à tous,positive,0
Linkedin,Messages positifs / remerciements,Très intéressant plus de numérisation a tout les niveaux et pour différentes branches d'activité,positive,0
Linkedin,Messages positifs / remerciements,lgérie Télécom By Sid Ali Zerrouki Bravo et Félicitations   ,positive,0
Linkedin,Messages positifs / remerciements,"Algérie Télécom, le partenaire technologique",positive,0
Linkedin,Messages positifs / remerciements,"Algérie Télécom Toujours plus proche, toujours plus de succès ✨",positive,0
Linkedin,Messages positifs / remerciements,"Très bonne nouvelle! Plus qu une étape importante, une colonne vertébrale et un socle fondamental pour une transformation numérique d ampleur et efficace ",positive,0
Linkedin,Messages positifs / remerciements,"Algérie Télécom merci pour votre retour , C’est grâce à des partenaires et soutiens comme vous que nous restons engagés à offrir des solutions de qualité et à contribuer au développement numérique .",positive,0
Linkedin,Messages positifs / remerciements,"Bonne nouvelle, congratulations",positive,0
Facebook,Messages positifs / remerciements,Mes félicitations,positive,0
Linkedin,Messages positifs / remerciements,"Toujours plus proche, très bonne initiative Algérie Télécom",positive,0
Linkedin,Messages positifs / remerciements,Algérie Télécom => Twinbox x Dorouscoum offer the best leaning experience to our future generations ✅️,positive,0
Facebook,Messages positifs / remerciements,يهديكم ربي رجعولنا لكونكسيو ,negative,1
Facebook,Messages positifs / remerciements,"شكرا ",positive,0
Facebook,Messages positifs / remerciements,مؤسسة رائدة شكرا لكم ,positive,0
Facebook,Messages positifs / remerciements,اسمع السي نتا تقولي فلاشيه فدنيا هذي لازم تصبر باه تدي حاجة زينة,off-topic,0
Facebook,Messages positifs / remerciements,شكرا على المجهودات,positive,0
Instagram,Messages positifs / remerciements,Merci beaucoup ❤️❤️❤️❤️,positive,0
Facebook,Messages positifs / remerciements,المزيد من النجاحات لمؤسستنا,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق و مشكورين على الخدمات و حسن الاستقبال,positive,0
Facebook,Messages positifs / remerciements,♥️ ومانشهده من رقمنة في كافة القطاعات خير دليل شكرا لمرافقتكم مساعي الدولة الجزائرية. تطور كبير في قطاع الاتصالات بفضلكم ♥️,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق بصح من حقنا نستفيدو كامل من الفيبر,positive,0
Linkedin,Messages positifs / remerciements,Congrats !,positive,0
Linkedin,Messages positifs / remerciements,Bravo à tous nos collègues d Algérie telecom,positive,0
Linkedin,Messages positifs / remerciements,هانينا الحارة لعائلة اتصالات الجزائر على هذا الإنجاز العالمي المستحق! ✨هذا التتويج هو نتيجة جهود 20 ألف فرد يعملون بشغف وتفانٍ لتحقيق الأفضل للوطن والمواطنين. أنتم نموذج يُحتذى به في الجمع بين الإبداع، الاحترافية، والرؤية الاستراتيجية. مثل هذه الإنجازات تسلط الضوء على قدرة المؤسسات الوطنية على المنافسة دولياً ورفع اسم الجزائر عالياً.كل التوفيق في مسيرتكم نحو مستقبل أكثر إشراقاً، ,positive,0
Linkedin,Messages positifs / remerciements,هنيئا و مزيد من النجاحات ان شاء الله,positive,0
Linkedin,Messages positifs / remerciements,نعم معالي الوزير Sid Ali Zerrouki ونحن كذالك فخورين بكم وبكامل فريق Algérie Télécom ودوما في امتياز,positive,0
Facebook,Messages positifs / remerciements, bonne continuation Algérie Télécom,positive,0
Linkedin,Messages positifs / remerciements,Très belle cohésion d’équipe et expérience formidable à d’autres réalisation ensemble,positive,0
Linkedin,Messages positifs / remerciements,Une autre preuve du savoir faire bravo pour le partenariat 磊,positive,0
Linkedin,Messages positifs / remerciements,Fortement recommandé,positive,0
Facebook,Messages positifs / remerciements,بتوفيق إن شاءلله,positive,0
Facebook,Messages positifs / remerciements,المؤسسة الوحيده التي تلبي طلبات وانشغالات زبائنها و المواطنين . بالشفافية و روح المسؤولية وحسن خلق موظفيها ستتألق مستقبلا. شكرا لكل العاملين بهذه المؤسسة.,positive,0
Facebook,Messages positifs / remerciements,ربي يوفقكم انشالله و انشالله نرى توسيع لشبكة الألياف البصرية عبر كل الولايات و المزيد من العروض المختلفة,positive,0
Instagram,Messages positifs / remerciements,Djezzy& Algerie Télécom BRAVO ,positive,0
Instagram,Messages positifs / remerciements,شكرا لكم هذا سلوك حضاري مشكورين ونحن راضون عن الشركة الاحترام المتبادل 殺,positive,0
Linkedin,Messages positifs / remerciements,Bravo à tous 朗,positive,0
Facebook,Messages positifs / remerciements,"Un immense bravo à toutes les équipes pour le lancement de notre nouvelle box , un produit qui va certainement captiver nos clients . Hâte de voir cette innovation en action et de découvrir tous les retours positifs félicitations pour ce partenariat Djezzy et Algérie Télécom",positive,0
Facebook,Messages positifs / remerciements,ميل جدا جدا بي التوفيق والنجاح ان شاء الله,positive,0
Facebook,Messages positifs / remerciements,موفقين إن شاءالله,positive,0
Facebook,Messages positifs / remerciements,شكرآ لكم,positive,0
Facebook,Messages positifs / remerciements,شكرا على الاحترافية,positive,0
Facebook,Messages positifs / remerciements,اتمنى التوفيق و المزيد من التألق والنجاح,positive,0
Facebook,Messages positifs / remerciements,تحسن محلوظ في كل المجالات,positive,0
Facebook,Messages positifs / remerciements,وعملا بالقول : قل للمحسن أحسنت . فاعتذاركم مقبول وشكرا على الهدية,positive,0
Facebook,Messages positifs / remerciements,شكرا ليكم,positive,0
Facebook,Messages positifs / remerciements,هذه هي الاحترافية و المهنية ,positive,0
Facebook,Messages positifs / remerciements,شكراااجزيلااا لكم هذي هي الإحترافية,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر شكرا جزيلا اتضحت الرؤية بوركت الجهود,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر فى ابهى تعاملها مع الزبائن ....الكل لم يكن يتوقع هاته الاطلالة الطيبة ..بالتوفيق,positive,0
Facebook,Messages positifs / remerciements,ايا شكرا اعتذاركم مقبول,positive,0
Facebook,Messages positifs / remerciements,خطوة ايجابية للغاية,positive,0
Facebook,Messages positifs / remerciements,"إتصالات الجزائر الشركة الوحيدة لي راهي تحسن من خدماتها و تمد أهمية أكثر لعملائهانحن ملتزمون بكم وبتقديم أفضل ما لدينا دائما . دمتم اوفياء لاتصالات الجزائر ودمنا اقرب لزبائننا ",positive,0
Facebook,Messages positifs / remerciements,شكرا على الاحترافية ,positive,0
Facebook,Messages positifs / remerciements,احسن اعتذار شكراااا ,positive,0
Facebook,Messages positifs / remerciements,اشكركم جزيل الشكر,positive,0
Instagram,Messages positifs / remerciements,لاول مرة في التاريخ يحدث هذا ربما البلاد رايحة تتريڨل شكراً لكم,positive,0
Instagram,Messages positifs / remerciements,هكذا تكون الاحترافية .شكرا اتصالات الحزائر .,positive,0
Facebook,Messages positifs / remerciements,"يعطيكم الصحة هك تعجبوني ",positive,0
Instagram,Messages positifs / remerciements,❤️,positive,0
Facebook,Messages positifs / remerciements,مبادرة جميلة جداا من مؤسستكم ,positive,0
Linkedin,Messages positifs / remerciements,الجزائر أمانة للأجيال القادمة,off-topic,0
Facebook,Messages positifs / remerciements,راكم جايبينا مليح ❤️,positive,0
Instagram,Messages positifs / remerciements,يعطيكم الصحة ,positive,0
Linkedin,Messages positifs / remerciements,إتصالات الجزائر دائما أقرب، تميز وتطور واستمرارية في تقديم الأفض,positive,0
Facebook,Messages positifs / remerciements,ديك نعمة ,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر شكرا والمزيد من التالق,positive,0
Facebook,Messages positifs / remerciements,الحاجة المليحة ڤع فإتصالات الجزائر تحط اي كمنتار يريبوندولك الصدق والمصداقية,positive,0
Linkedin,Messages positifs / remerciements,المستقبل احسن الاتصالات الجزائر قدمت ورشات ذو جودة عالية,positive,0
Twitter,Messages positifs / remerciements,انا عندي فيبر الجديد صراحة روعة مع انه اللي عندي 15 جيغا فقط لكن سريع احسن من القديم بمراحل وأسعاره رخيسة مع باقي الدول 10 دولار شهريا مبلغ بسيط وزيد فيه الكريدي غير ربوي الحاجة المليحة فالبلاد نشجعوها وربي يحفظكم على هذه الخدمة ان شاء الله ندير تاع 100 جيغا قبل كأس العالم,positive,0
Facebook,Messages positifs / remerciements,البارحة تم رفع التدفق الجديد,positive,0
Instagram,Messages positifs / remerciements,مشاء الله,positive,0
Facebook,Messages positifs / remerciements,عروض هبااال ,positive,0
TikTok,Messages positifs / remerciements,@itsabdelmomen.PBG: الله يحفظكم هاكدة نحبو دزاير تكون يعطيكم صحة ليوم لعبت ألاز راني فرحان ياجدك,positive,0
Facebook,Messages positifs / remerciements,الحمد لله كانت عندي 15ميغا طلعتها ل30 صلحت صح معجزة طلعت 30,positive,0
Facebook,Messages positifs / remerciements,تم حل المشكل ربي يبارك فيكم,positive,0
Facebook,Messages positifs / remerciements,راني مشترك بتدفق 1.2 جيقا والله روعة,positive,0
Facebook,Messages positifs / remerciements,عرض جيد جدا لو فقط تقومون برفع التدفق..شكرا,positive,0
Facebook,Messages positifs / remerciements,عرض هايل..راهو عندي مند سنتين..روعة.و خاصة إمكانية التنقل به..,positive,0
Instagram,Messages positifs / remerciements,افضل شركة اتصالات ❤️,positive,0
Facebook,Messages positifs / remerciements,اول مرة نشكركم ,positive,0
Facebook,Messages positifs / remerciements,Les agents ta3 sidi abdellah les meilleurs,positive,0
Facebook,Messages positifs / remerciements,أنتم أساس هذه الشركة وركيزة نجاحها، فكل جهد تبذلونه هو حجر في بناء صرح تميزنا، لا شيء مستحيل طالما نعمل بروح الفريق ونحمل طموحًا لا يتوقف عند حد.,positive,0
Facebook,Messages positifs / remerciements,الحمد لله لحقتنا البارح، débit 300 m,positive,0
Linkedin,Messages positifs / remerciements,التوفيق للجميع.,positive,0
Facebook,Messages positifs / remerciements,شكراً,positive,0
Facebook,Messages positifs / remerciements,خاصة مع العطلة الاسبوعية.,off-topic,0
Instagram,Messages positifs / remerciements,بارك الله فيك فيكم مزية لي رجعتو تقولو كنت نعاني وقت فات,positive,0
Facebook,Messages positifs / remerciements,جميل جدا تحسين الخدمة و الصيانة الدورية لذلك.,positive,0
Facebook,Messages positifs / remerciements,راكم من حسن الى احسن,positive,0
Facebook,Messages positifs / remerciements,هكذا بدأنا نرى السلوك الإحترافي في التعامل مع الزبون تشكرون على هاته الخطوة إلى الأمام كلنا دعم :,positive,0
Facebook,Messages positifs / remerciements,التصرف إحترافي تشكرون عليه  بالتوفيق,positive,0
Twitter,Messages positifs / remerciements,مليحة، نشالله تكملو الخدمة وتعمموها ,positive,0
Facebook,Messages positifs / remerciements,كل عام وانتم بالف خير و مزيد من التطور و التألق,off-topic,0
Facebook,Messages positifs / remerciements,بتوفيق ❤️,positive,0
Youtube,Messages positifs / remerciements,نسحقوا كونيكسيو مليحا برك ,suggestion,0
Facebook,Messages positifs / remerciements,فخورين بكم...شكرا,positive,0
Facebook,Messages positifs / remerciements,السلام عليكم صراحة انا من العاصمة مودم هايل بزاف و سرعة المنخفضة تصل إلى 13 ميغا بعد انتهاء عرض 1000 دج 40 جغا,positive,0
Twitter,Messages positifs / remerciements,ان شاء الله ...بالتوفيق,positive,0
Linkedin,Messages positifs / remerciements,معا نستطيع #,off-topic,0
Facebook,Messages positifs / remerciements,السلام عليكم،الشكر الخالص للمشرفين على هذه الصفحة والشكر الخالص للفريق المكلف بالرد على رسائل الإنشغالات والله نعم الاستقبال والرد والتعامل #وزير_البريد_والمواصلات_السلكية_واللاسلكية و #المدير_العام_لإتصالات_الجزائر حتى لايكون الزبون والمواطن الا مصدرا لطرح الشكاوي والانشغالات ها أنا ذا احيط سيادتكم علما أن لديكم موظفين برتبة أطباء نفسيين مكلفين باستقبال انشغالات المواطنين،صحيح أنهم بتقاضون أجورهم إثر مجهوداتهم لكن أرى أن يكافؤوا على اللباقة الزائدة والتدقيق والتعامل الجيد مع الزبائن،الحق الحق توجد بعض النقائص والمشاكل التقنية وهذا منطقي لكن البخيل هو من لا يعترف بالتحسينات التي طرأت على هذا القطاع،ارجو منكم المواصلة بهذه الوتيرة،#تقدرولها,positive,0
Facebook,Messages positifs / remerciements,شكرا جزيلا لكم على خدمة العملاء المتميزة وحل مشكلتي بسرعة ,positive,0
Facebook,Messages positifs / remerciements,شكرا على مجهوداتكم في التحول إلى تقنية الالياف البصرية,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق لكم اتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,حقيقة تقال ونشكر عمال المركز الهاتفي 100 في استقبالهم للمكالمات بصدر رحب و اخذ الانشغال وتوجيه الزبون .......ربي يبارك فيهم,positive,0
Linkedin,Messages positifs / remerciements,بالتوفيق ومزيد من التفوق لكم وكل مسؤول وموضف لدى مؤسستكم,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق,positive,0
Facebook,Messages positifs / remerciements,قيمة مضافة إلى إتصالات الجزائر عامة و سيدي بلعباس خاصة,positive,0
Facebook,Messages positifs / remerciements,ممتاز,positive,0
Facebook,Messages positifs / remerciements,شكرا,positive,0
Facebook,Messages positifs / remerciements,الحق يقال قسنطينة تحسنت بزاف من الناحية هدي,positive,0
Twitter,Messages positifs / remerciements,مزيد من التقدم والازدهار اتصالات الجزائ,positive,0
Linkedin,Messages positifs / remerciements,وصول شبكة الالياف البصرية الى الجنوب الجزائري خطوة كبيرة للتنمية و فك العزلة عن مؤسسات و المواطنين هناك,positive,0
Linkedin,Messages positifs / remerciements,الله اقوي خير انشاء الله,positive,0
Facebook,Messages positifs / remerciements,برافو,positive,0
Facebook,Messages positifs / remerciements,مشكورين على المجهودات المبذولة,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق...شكرا لكم.,positive,0
Facebook,Messages positifs / remerciements,صراحة ،لما اتصلت بكم لحل مشكل تدخلتم و عالجتم طلبي ،شكرا لكم,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر احسن شركة في انترنات,positive,0
Facebook,Messages positifs / remerciements,التدفق راه ناقص في كل المتعاملين خاصة في مبرات الجزائر نرجو منكم زيادة التدفق مع كل الشكر لعمال هذه الشركة,suggestion,0
Facebook,Messages positifs / remerciements,بالتوفيق..سندعمكم دائما.,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر بشار يعطيكم الصحة,positive,0
Facebook,Messages positifs / remerciements,الوكالة لفاتحينها فحي 1500/حي الفجر بلدية بشار قمة المعاملة والاستقبال والأداء ,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم وبالتوفيق,positive,0
Facebook,Messages positifs / remerciements,Félicitations اتصالات الجزائر دائما أقرب,positive,0
Facebook,Messages positifs / remerciements,الحمد لله دائما وابدا والشكر موصول لكل من ساهم من قريب أو بعيد ويبقى العمل مستمرا لنكون دائما أقرب .,positive,0
Facebook,Messages positifs / remerciements,المزيد من النجاحات و التوفيق لاتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,دائما في القمة,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر من افصل إلى الأمثل بالتوفيق للجميع,positive,0
Twitter,Messages positifs / remerciements,تحيا Algérie Télécom هاربا بزاف على لفليكس نتاع موبيليس خلينا من المكالمات انا أتحدث عن الإنترنت 1GBبايت تعادل 15داقيقة الاولى في الموبارات الشوط الاول شكرا ليمدير الشركة ولى الطاقم العامل فيها جمعة موباركة,off-topic,0
Facebook,Messages positifs / remerciements,الحقيقة حقيقة و تواصلو معي اليوم و حاولو ان يعلجو المشكل بكل ما يملكون شكرا لكم,positive,0
Facebook,Messages positifs / remerciements,شكرا مزيد من التوفيق والنجاح,positive,0
Linkedin,Messages positifs / remerciements,بتوفيق إن شاء الله,positive,0
Facebook,Messages positifs / remerciements,اول شركة عمت الرقمنة,positive,0
Facebook,Messages positifs / remerciements,جمييل,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق خدمات راقية و الرد سريع على كل الإشغالات شهادة حق ,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق والنجاج والمثابرة في انجازات اكبر واحسن في جميع المجالات,positive,0
Facebook,Messages positifs / remerciements,ما شاء الله في القمة ,positive,0
Facebook,Messages positifs / remerciements,إتصالات الجزائر دائما أقرب.,positive,0
Facebook,Messages positifs / remerciements,شكرا جزيلا على جهودكم وعلى سرعة الرد وحسن المعاملة وحسن الخدمة وسرعة في اجابة المطالب,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر دائما اقرب,positive,0
Facebook,Messages positifs / remerciements,أشكركم على حسن المعاملة و التواصل و السعي لحل المشكلات لانو في كل مرة ابعث لكم القى رد سريع و طيب و هذا أجمل حاجة، نأمل ان يتحسن التدفق و تكون الإنترنت أفضل دايما.,positive,0
Facebook,Messages positifs / remerciements,التكنلوجيا الجديدة فيبر قوة في السرعة تتمتع فعلا با الإنترنت و عدة تطبيقات مثل بريدي موب,positive,0
Linkedin,Messages positifs / remerciements,ان شاء الله ستتداوم المجهودات لتنمية الشبكة الحالية.,positive,0
Linkedin,Messages positifs / remerciements,Nchallah fiha khir,positive,0
Linkedin,Messages positifs / remerciements,حمدالله,off-topic,0
Linkedin,Messages positifs / remerciements,بالتوفيق مزيد من النجاحات ان شاء الله,positive,0
Facebook,Messages positifs / remerciements,الطاقم الساهر على افادتنا بكل جديد ، مشكور واي اقتراح يكون على الصفحة لحلها,positive,0
Facebook,Messages positifs / remerciements,والله بكل صراحة .. هاذي العفسة والله شابة انتاع vاري ڨود ..صافي عندك 0 انترنات وتقدر تستخدم هاذو المواقع والتطبيقات بالمجان ..  .. على العموم والله مشكورين ,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم لقد تم حل المشكل,positive,0
Instagram,Messages positifs / remerciements,"Allah ybarek , khiar ennass . الله يبارك ، خيار الناس . Bonne continuation et bonne chance . حظ سعيد !. Bonne journée . Bon mercredi . Bon jour . Demain il fera jour . Excellente soirée , de mercredi . Excellent Mercredi ",positive,0
Facebook,Messages positifs / remerciements,bravo دائما اقرب,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق عدنا من جديد,positive,0
Facebook,Messages positifs / remerciements,شكرا على كل المجهودات المبذولة من طرفكم لنا,positive,0
Facebook,Messages positifs / remerciements,تطور يصنع الأمل...شكرا لكم,positive,0
Twitter,Messages positifs / remerciements,وفقكم الله,positive,0
Facebook,Messages positifs / remerciements,Machaallah alikom rabi yahfadkom Nchaallah yaa rabi,positive,0
Linkedin,Messages positifs / remerciements,أتمنى لكم الاحسن والتقدم في هذا المجال,positive,0
Linkedin,Messages positifs / remerciements,الحمد لله بالتوفيق للجميع.,positive,0
Facebook,Messages positifs / remerciements,مبادرات رائعة والكثير لا يعلم بأن الحماية تضمن سرعة التدفق الحقيقية بانتظار عروض شهر رمضان الفضيل دمتم ودام التألق لألجيري تيليكوم,positive,0
Facebook,Messages positifs / remerciements,كل التوفيق والنجاح ..,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق والسداد والنجاح,positive,0
Instagram,Messages positifs / remerciements,مزيدا من التطور و النجاح ان شاء الله,positive,0
